coordinate qsharp lift
345 6655658332164777031237701326894903248936361409247585597013198377083436533933626751960853334075907671125886397801/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
346 -1967174264778683573356016908260097757229722884182066440730946188800452274508046368534289609122032498035036279105/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
347 -10629026872341803092557802071927025310845782685475590510611592690614669805483951763704337976770626524226104241155/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
348 2930817704720179162581560096506895842852441860183676588661750782797821680825982703671820922066213655177602167849/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
349 11126547900240889330050669287840883581600507001119392405457490790341695645166318637641870439636106319954936300791/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
350 4410728779033552289722102498660844691873120945730002331831741767615361702317269420707516123320463172872784139603/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
351 -7458636866723214021329800771384867115077128838269782842540231018968694766597363618305531172916252707174476410538/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
352 -1569500846392729768598261587967125389742302113369201757668314357962129360338551124310943124579886483451639260848/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
353 -2636759739060823971404287713671876637583742136746731952858874614698260326191396651890885746762330257673388482167/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
354 -1697282868293747160555039595529099115075167902185983066650655250379058202745821787855882757486507955553482729665/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
355 5683494397219526742424952443888357839057360837688332602809212323703043869520703114225253070926272231266809272912/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
356 -4553477244145720391669233768800559637169275026387014804026000961399614419139563587339149896450058082301689131038/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
357 980884653059571500691243558747707502531553186487108808319121278972047876392212463151040227069980933742760361145/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
358 12276340787950624616621669769819754976843252907155077412836602496611183217516381404700079471312754736298290697485/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
359 1426570792175637571999766409153135862340928894000335486630980440991957790784833500268627229302761268026143834726/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
360 13311388842365676135560059444155797264915512283618786540135533588751937025635755064428891153365423558039926395455/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
361 4113537961797498376975052998309254822325284222046154091145125751232349953239267075667095856287996443011604819026/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
362 14221570634612636183402401096774720511452247041483330916898804025872796808296081165654087079436184096416748817121/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
363 -10946492009166425555174005602657257983959041926491774058246983390556486925008659205866080028651110995062526171162/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
364 -3982082327781970357839558624760841274813355604943714882838433293558676576219493774134482995322913326568582242199/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
365 -2048124755614599128217875756293292757971660202323921621288710693993668949143356937725891415601495931867599239494/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
366 31826932032945086792536934430117352039890811469165383418492620899978121798125111043250407771926158597305546783711/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
367 8682399372160031383358737043068277597632231347615255054710850759128324582244529119537767494073566655071870434637/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
368 -9392835075518531538903257647380037836747483266228645315258239058632617294981216233806140772209316976632501912277/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
369 -3152336914272093952576265066188764173040429768620122440041523486675123415150719645213292303992402997600195343322/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
370 1895631984937948413498882736490166929929211248528934096625025318375594070299306533596982417902188566598571422271/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
371 -6339145209458647950934757525904300229864834854822780656541569711367533029019940815071057825822914949494296579155/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
372 -2504397737108327574167787355870439382309352004534022602598375922469751233142496928290198764794160710441223414463/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
373 4809759334157858060133821836120172948838017708481963886712463990819206204739700745447539227362029001103872634977/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
374 0 0
375 -4891426028421722461963734822411638389449549092889228696772365266560690935412658848376200003050580382496949818693/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
376 -1380294448384553992518550527294722977321863634194735448374459429692726484915131801253834982348724410535407894263/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
377 -850428117839068624350194655880257109431987755051649478054782831394411463074091972630508372063326545184733273871/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 -1
378 -4772474033301001038017034460771398135572795215203073051661359543970873654651801036009856800404681006224533326821/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
379 -808513084272705046409738890294415166504828296339674084857843232472494875857128973669838865382258406152491147177/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
380 -12184733936787523306570051497830408723671572443114428897786183007198515553369932919792966621277965733768448357991/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
381 3234362920320162787791595077232697959194119796251116124793010700886998658887701313638147477709960938722590577823/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
382 28594440716042753119616844570744460369568276257019753715009792657474734848018200367705474508696222274630458528935/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
383 -2128274431620395213889651106892827813915845620194447699961956448053363672484133596240783797968350589661808037011/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
384 -13128938780998291119734466017960936750273550186329306525564472412309054823357071821396720939601540898103653368685/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
385 9082694191307667157071276631374319958928629755919874264866693159393284287263393351872481690200267540669760280006/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
386 -3256732556985495178623099165536094227884292431951775763781946379549894898314253714263845652990927377515687595607/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 -1
387 2910400381440306330333058467854769936117355618283415792376068717935643273238539585585286434683306071907731408342/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
388 4585505658512942653672404806445045271614059925141462402713359233731600634543586862402648813063448231576869448982/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
389 11463988690846219621213982285333608939216903656498258791704827057148440270382936817232115524640688236319155626699/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
390 -489980230529259651123622461458366858398298405291897944437258940320377665858412438260811500446401204905072585252/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
391 1105126324549782266773252725049865131584931256490410596145676610773205590955574882523698384672782763472118847950/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 1
392 4208701963382894322579763671717982641972002885976092155886467100823963961341616467141841353273617233820946401357/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
393 -4717854915924314430796691330911567511337573220663315111350211025943563972758899886875477692883143554493199936423/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
394 -5348579139766236096142170729384300723049283215359547702036384817581927418324604898155000618679745557857511732213/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
395 8507374823264277874868620884227267844120244531886656422070293819694969733364234744756911985617815389924699177941/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
396 1876553092634133706878484918601237499479744856496318388513809429875402742109706845239838990854513196673091704109/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
397 -31143737400062930446866203543544422103750246368662106721545519952661690447318210330990395634915710449147997276467/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
398 -12343763210630014117002011045122616449059984854267223947275906915362411182531498225057565550404149454653573801787/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
399 2980518238965280399404532497033599691223057179220612362021919899425924940280821352124145891992824753066631344303/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
400 -103296124518072153815155186786615445814321448402964779769720167985555307560272592681379015402256341778111951039/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
401 8160252216472712355035071833372134021482017067730865869481310570624416231525054169038261921617215596746978510441/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
402 -6841851458660147921650959211269484605294292502513383190124115000217664158083240434809110986290847652083320070926/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
403 15492080132529415352711103628589196660008603378365951797888174909263267409573955400974839902801223561407573280847/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
404 -6009737342211650781241411420115674586693028233656492893465925927970772742000551187555934991963474199457218713171/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
405 930792879365425562241030987899423256976896898934399877141212545076972234379510717286853127690644372220031168101/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
406 -5824167724881093031879102314179528073874494961603060294136441552126288813776582805515618961672609391228698918165/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
407 -7455815512564954736009219856851398580012330823850892907397631806052277342560540101128437218062018069698933558198/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
408 -19079900421117092766715402651509008381844600081683576656812933368764137899862732365062671637108725268078061815159/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
409 -231433605620286938184430788642034257280103616089921583910638140640137990492088069438581285396337455024307102688/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
410 0 0
411 0 0
412 -1274627574797124200934601887489781246892150292323054175262627555329073079127966315475539570408597364961695856220/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
413 12868755175820438054468244973970724334884284278379441894083804158337540324876251846917572865021958468195483848029/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
414 6380799015330247972975344128156939044954704287551010044884010796083592190728790935454399812613209401726830678248/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
415 11690147374677534642468053462204988289818148849983657815156523420446686569928338468174105199480698650026064248859/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
416 14860276610107381714835644032546080638861276947165928801129980425814611431047869207218379996255729871544100704455/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
417 646259253116087571624295779282102322594656718664855449094769242828973456050639864203505789282426899178431207045/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 -1
418 -320219159318226949413941434621663065116603469767912964843806455893849838941092529871272967670947527916796409346/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
419 6982723055841000337370107836785553908446865956431772362055338560663424635718236630832795423989006399929572912644/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
420 -5246977227357201242312247110907508743013065820179885382088289418908202969584463182441827364541225105659178224453/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
421 -19136485506246766844632556565720250761004671916249580245596195915012640759756267914586825084317153097851207113491/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
422 16358939473926545831015056855318343029504558750773072268018350935913136145096610669102344546861497678331585328471/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
423 -14906824018985836695526849323301941052463427715717501049829207611098493040443927467973093347569447294692476177345/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
424 13672154387108986790295428526313891628555592380276376709758638599099724793062923770595187139553269456226381578834/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
425 -9544052525505809742927456351886147894308107578681274082631057798757937919034030092870860983585525733161833772322/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
426 -4459828513271363268973783203988151059938264405998989231691456779542578417620430777679326837369895317016919163787/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
427 -12688509435480216325391754621522878598816121862244519904324919240448512865574689046948466615304502395151043618073/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
428 1116489073655251418431691136900492994170009791658388704824515049413946878567453298914403188103093804425727726714/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
429 9344803913766516493358190649283793909487037737645740100001366880841916441799052728311341053479460542377745061205/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
430 -17905043620108658246626897116537997186339023244774180889357975792815249279719359995632704024632835022269514950987/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
431 -861963459726483172700712909990002386636012332475612590747026217361253907754054552577172722382826619693314730299/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
432 11103728169080914891482873832975933823439990386759836506522270507621587480756350510064564198087630302156341466381/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
433 26555886355598361113600313000432630824255267249950370391400640498434278286948702511621726532481563066242166286161/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
434 6948645253647907154630351332523605193272044750873129773358821242312931013798605651997728932606528657700493416047/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
435 -20086639536479230839472539899048638064424012257709985856077151055097347643824285345701142759665537320049771092339/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
436 -3033251096222741452640712071781535886124625832860718155354949492684658147825013578777278119895185342816465148431/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 -1
437 12251286209097985824863270713986327220756284108030568939938167019089899183766668081701131201575276835037401122221/784027680124070571244902013018900874324624829344998811622894236133560467890375653648339615390452725402770059419298 0
438 -22305962348692866196520446700197463940492595851081679683711593362509829611826425980943960286434031684269757439076/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
439 -22328256633948567796252706915920589419299106461636295863514292560660694124936326721411668636180780438753998754601/392013840062035285622451006509450437162312414672499405811447118066780233945187826824169807695226362701385029709649 0
