coordinate qsharp_0 qsharp_1 lift_0 lift_1
269 76106572787683886670325336813506805276 -786494219808530979555802128515572246533941504125402490499882316207028324959805295753760516664781456330363927219842838430/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
270 -667064555058890153375872470691447546051 6893523089741180408649911136802695056737062253215904222698188317174021303799493180905875213639375854440344928247634822382/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
271 173648748892428567383952248844973693863 -1794506470050632199989738528970401372178495060298824365851216124850762882910631158838006424503032895011787507120002906016/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
272 -916268199045752553614054625386533279964 9468822677828898605075128941745203698419448230720026397339261622490113774152119961481975702884891816951818534342131616874/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
273 215683732311802714210159920674453708521 -2228900902464691139928487974718169551079657437855783452406571490758514321749075074831048904736810221430781491155909617530/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
274 -57613021113541780511161641415343978333 595379694969528692015000168312481850868326476134144594321227313265592565045943318654274411945379954986169261930806519729/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
275 8683906202026583384402397128566228476 -89740501813249634263429294931521576491838581300469242052201885575015775524112269476977999299173785116750126343593965157/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
276 466446942924999801426001582586366014178 -4820317234377418600765502484416809713673129309683681680442340673082734304339452500564573522325370142378927453828973749646/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
277 561419275316344095242444156058709743740 -5801772419278538191708130752439776510635683143683394850307952162606851849482976685804331738144156683935587904238302961550/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
278 -210854506531172986632235041200766166444 2178995118726256043047863781025131918541006897811750701461160888387010201836295948187661611123074268553318782904242025232/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
279 38853924040247799598873791872287095709 -401520992934263320671495608986918680535018940206259199095127498421529246577187021353608863347826685042378975385740921882/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
280 -477770337656781937679703576911018970266 4937334519205125614618327228813264242680412356239503373829562469881296269075989630024893442094739844030232795741089997869/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
281 -46147482716634476049693194150724554866 476893480890267786580979138459714955624611985535117929035535871393514664840743356301248445877047086482929391323864050829/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
282 259778577531769405586779982878123132507 -2684582187517483017691927990515889789022242439167468437646175630250482927192130500620798976790516900546789003682511037125/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 5650627890923976232182113293825473065127530870703976144724137961553 -3381404384160321758226054514995731123629593408344050706864178365410
283 -558776693117479510466051029430647179403 5774463665925867822014950570486087201793813785716722593307127476229325156136734121183856231986137426477215611533304780996/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
284 648799345341833048715586142153069140753 -6704768277379155980805885797890741809739949294462443135737788984236615320124655288458606339546236615124978917567438431234/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
285 229052793928789972410881764176006724529 -2367058348016176201849488075472280450711597690008761123668603607154197013664237938121385265161678595762767919540342271294/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
286 -204826488360481693500538420139602944248 2116700874293839297929903307752250547222414944001522060642880034363774232801573233194098600002342269749228242332780517411/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
287 180159204176182397140853325165362281446 -1861786276004828605819367565677198096040253120092227932130936274018786200332342567481904054754369146577917642343835214407/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
288 -283031242802957877169476592545890841485 2924877948593874703723691149133459921523291460837620331471046283270168252709102174135817829723610778670745973929944502033/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
289 314117132137637181032067952099012513991 -3246123162821803066384777572161280599562728024625944240400754370807909555079697679823249274599129539676957335023397847191/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 -245032812307007745026628969746209500681129141631076575103839810406157 146630611994265655644529216407534396176468307122948130051320581759192
290 664890851894914972134473199644712495729 -6871059787145551558643454010471677038401735361539965482408305396417742944693189834799608467519763272481124920105866311753/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
291 8531888712512144194239262412922903833 -88169535306237790585526201504803108726070976377773349668384206972407279015967358342618518091218628960094060860886448178/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
292 216182239537893862677932203053169701826 -2234052534413054486224243727840112100256197338684351608089060550426787776596324866562341675193621100096309081647936409793/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
293 519692324699558394158563543779096305323 -5370561233854500593353599898589234034842329963498166743210763254754285916163470703727391611251358143500920163584342003567/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
294 182865880736063671349923593966646896717 -1889757387976676019333320878420046022455617241679830649217793679071419316682312850680842360390621560262521124026431873409/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
295 50923869606749225407202394410255756549 -526253221357419863422806044952480838485938046368888986456721055121882511210898165057129464430358757815483526071759629907/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
296 341377520452035523915886221306711012076 -3527835202317029384248507250225668451792908949117802314127211102222269275851538620574077482513478966578655324645208048034/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
297 197149517259575449751332568859339823239 -2037366157523134958754637836353364490089596265707926259576362892808775524003685373616389728750626346214387381400110346115/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
298 437970148554626838918481665856846830948 -4526034712505682612894692400542725975738933610001562605597949789523484821798855789527684356008961189194596671425944661536/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
299 25996392528305725243816021295432546203 -268649759284586473535576349927282461778799996189023256102649931341215758497079031651242400732794201569845594789703634144/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
300 -377594600744313076268276878273049031690 3902106743720971402170964287769757956502640010384228352753091564063379214720507972704861059249868637060207397669661166324/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 113353773750866139009662930859099329980350733830609272692264966494901 -67832275442865970116054891926125878754393333906536278378177952155957
301 433120494750513270572762437577342926759 -4475917823184593376398086828595730508692404413706232508930897573590041748050059632054920731799047881181440960556379087024/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
302 566530925444771984707953807420222072838 -5854596809241643471385567723180849906053815742199449556586397694144150997421356026695882473147016193334121747913497870493/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 -65729729027870241681981883772998245537863124565545908672312614458824 39333468456045724353898701379678743930932210808870321948318088850126
303 -296632609984486311943157542315313509710 3065436067005123068069388383445131327177762072229364122718312027806043107707318139385144964007251207801122748510604483793/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 -17950476320557226476708020530640923408396059785935254433675799755547 10741783125657756691631239012825614143126042339864089442718893134207
304 -538590743630596185090474281270825371870 5565859704253980433068553191215143101863212317654603261915580371133093468598946765487414656861095776556354959773155535901/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
305 -623029897500071034982928390026167704467 6438463791014437114961560139659895628833446479793756000368300852182697501952780041185189336121255671956564415355410953629/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
306 661005538757436559849412069494030332791 -6830908507001881401773552700742845545117519138819665091505185986399911217870537204329090979816368982459686067752181022368/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
307 0 0 0 0
308 -370704199001188818082053602774788995478 3830900526641086822578351641447139900758579296474699680991274379210564562499432512113294977364134699895349434538486098236/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 88094358359800059026699167738143043327246746746540390793101274954800 -52716734374966850237532000136594782480714151338951732266013608948743
309 666871973259060754854737576600053393643 -6891532926909532620334845832562772269705226585229037914071047253731509528054464496567621512087446772889696342837150828652/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
310 31791699504045853726951737688991472309 -328539139025166171697390313031150297949271304169491685827289838546881298656210012538646116354050456340464475935619955033/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
311 12595992139932638597213194822659688698 -130168455206195786230037085452391148279581170674628054078376563659440822069244891596743463986050139068068912347958806615/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
312 -388515540268708370247525136358750114528 4014965009389786294686803856908697108397068519673140901075787079366893379596575080145879745649462130205764803849940418937/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
313 132108519474912752308639621756554804075 -1365224883326974490465938094457184899051931742040548347130570336403182216986402260080166643073984759968304523967996453084/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
314 530023304595563228152259891901838796809 -5477322787759090918360667520214045335494780064432765047061600444010624617062610849620648552490531037906989963021132631704/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
315 -575287264981140945565675394872042484229 5945085845599217740912678000768161233584727230042540421613598049318678464147669940311960970598907185892357235066209455573/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
316 621564729839292648496890785948094814627 -6423322577134430835641964602452368880562869896549246922497589141340493046502690483327838365671329825571953187755325977761/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
317 86687167532830761471548417455475953312 -895835322743351234475915565724213132250047486892288180961336082299640768781719201427397614407644832412911452409481761194/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
318 89234925673967611247260154315121550602 -922164153198827067986589751768618565246820837011114863570658261978355007744062364311689741844132143769492046172182406547/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
319 241570593383339793443417097187322588734 -2496418750871145300213329680219438776650368213561287187264733641571673057402816220034406422965438559124936197161641918056/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
320 24779651139937079698396688230364079181 -256075811543917630353720719314802041879594063975488167010906957832472770155206145483089602395017953452278835037142378562/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 -119004401641790115241845044152924803045478264701313248836989104456454 71213679827026291874280946441121609878022927314880329085042130521367
321 -289714664678125245414532922120785920936 2993945211522992813418681684205196238334952738286488966976531927405629791909978484457849957107730547529759562472875028014/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
322 43618515611904982464282066961680971759 -450758839201639025688432885458572790179369460789493856539106295839881931003252571847287253714416488846437288715216006529/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
323 461393518657293994002260232332652523812 -4768094557265436540597510370534925616241901300412994744029505787272823625196174131708536280541763436065121313685371924419/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
324 122567067323461717021367783834147198715 -1266622401427930013836218506960752075012096892905228943464755981409020397726105525182210703350333495096175634420544220690/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
325 246350613982825066618153458296254489128 -2545816042515701644067483792804630607508277639533578314222218351853169925825962193505992958927063469138736985709529140565/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
326 -257998198328772953925798877131540144869 2666183540712950672898031768158433274118614970054891885572024187393610029621081187395034267546082119927374727821193066695/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
327 811834477080802929764888495599670172873 -8389592387067257294215696704653847537436588944356647450285229779128349375193126966696904165272825384545576320425047486549/17269229743444936295695902979877937666574454551881432366677092780148396252626561139 0 0
