570 228
559 113 1
559 88 -1
559 85 1
559 64 1
559 77 1
559 157 1
559 169 -1
559 136 1
559 170 1
559 159 -1
559 153 -1
559 167 -1
559 168 1
559 146 1
559 142 1
559 132 1
559 127 1
559 193 1
559 209 -1
559 193 -1
559 217 1
559 209 1
559 217 -1
560 48 1
560 32 -1
560 42 1
560 30 -1
560 17 1
560 10 -1
560 105 -1
560 97 -1
560 97 -1
560 94 -1
560 81 1
560 81 1
560 86 1
560 74 -1
560 86 1
560 66 1
560 74 1
560 162 1
560 151 -1
560 137 1
560 154 1
560 161 -1
560 138 -1
560 138 -1
560 137 1
560 121 1
560 132 1
560 124 1
560 129 1
560 194 1
560 194 -1
560 192 -1
560 218 1
560 213 1
560 213 -1
561 37 1
561 52 -1
561 27 1
561 33 -1
561 38 1
561 55 -1
561 104 -1
561 104 -1
561 94 -1
561 83 -1
561 84 1
561 85 1
561 90 1
561 95 -1
561 109 1
561 102 1
561 111 1
561 161 1
561 154 -1
561 150 1
561 151 1
561 144 -1
561 141 -1
561 142 -1
561 141 1
561 160 1
561 167 1
561 169 1
561 163 1
561 207 1
561 199 -1
561 215 -1
561 219 1
561 198 1
561 205 -1
562 39 1
562 28 -1
562 53 1
562 36 -1
562 27 1
562 42 -1
562 107 -1
562 110 -1
562 102 -1
562 110 -1
562 108 1
562 82 1
562 109 1
562 84 -1
562 88 1
562 98 1
562 99 1
562 164 1
562 158 -1
562 143 1
562 159 1
562 158 -1
562 165 -1
562 139 -1
562 150 1
562 138 1
562 140 1
562 156 1
562 149 1
562 200 1
562 223 -1
562 201 -1
562 220 1
562 224 1
562 210 -1
563 54 1
563 55 -1
563 56 1
563 51 -1
563 39 1
563 45 -1
563 106 -1
563 95 -1
563 101 -1
563 107 -1
563 109 1
563 93 1
563 82 1
563 96 -1
563 102 1
563 95 1
563 103 1
563 163 1
563 159 -1
563 169 1
563 158 1
563 157 -1
563 166 -1
563 150 -1
563 139 1
563 157 1
563 153 1
563 159 1
563 167 1
563 226 1
563 222 -1
563 221 -1
563 221 1
563 227 1
563 225 -1
564 51 1
564 43 -1
564 50 1
564 54 -1
564 55 1
564 49 -1
564 109 -1
564 82 -1
564 93 -1
564 113 -1
564 106 1
564 101 1
564 95 1
564 112 -1
564 106 1
564 111 1
564 100 1
564 166 1
564 139 -1
564 170 1
564 150 1
564 168 -1
564 163 -1
564 158 -1
564 159 1
564 168 1
564 163 1
564 163 1
564 153 1
564 227 1
564 221 -1
564 227 -1
564 222 1
564 221 1
564 222 -1
565 36 1
565 48 -1
565 30 1
565 39 -1
565 50 1
565 31 -1
565 108 -1
565 109 -1
565 82 -1
565 90 -1
565 107 1
565 102 1
565 110 1
565 107 -1
565 91 1
565 80 1
565 87 1
565 165 1
565 150 -1
565 148 1
565 139 1
565 141 -1
565 164 -1
565 159 -1
565 158 1
565 158 1
565 160 1
565 145 1
565 138 1
565 205 1
565 220 -1
565 224 -1
565 223 1
565 201 1
565 207 -1
566 56 1
566 34 -1
566 29 1
566 55 -1
566 51 1
566 26 -1
566 111 -1
566 100 -1
566 95 -1
566 89 -1
566 95 1
566 111 1
566 103 1
566 108 -1
566 105 1
566 81 1
566 86 1
566 168 1
566 153 -1
566 162 1
566 152 1
566 142 -1
566 152 -1
566 168 -1
566 167 1
566 150 1
566 165 1
566 140 1
566 137 1
566 219 1
566 210 -1
566 223 -1
566 224 1
566 200 1
566 215 -1
567 46 1
567 54 -1
567 51 1
567 45 -1
567 43 1
567 44 -1
567 110 -1
567 112 -1
567 96 -1
567 93 -1
567 112 1
567 103 1
567 107 1
567 100 -1
567 96 1
567 110 1
567 112 1
567 167 1
567 152 -1
567 164 1
567 153 1
567 165 -1
567 169 -1
567 160 -1
567 157 1
567 152 1
567 159 1
567 158 1
567 152 1
567 221 1
567 227 -1
567 226 -1
567 225 1
567 222 1
567 221 -1
568 49 1
568 50 -1
568 43 1
568 44 -1
568 44 1
568 51 -1
568 113 -1
568 101 -1
568 100 -1
568 106 -1
568 103 1
568 112 1
568 106 1
568 101 -1
568 113 1
568 93 1
568 93 1
568 170 1
568 160 -1
568 168 1
568 157 1
568 170 -1
568 160 -1
568 169 -1
568 170 1
568 163 1
568 170 1
568 165 1
568 165 1
568 225 1
568 214 -1
568 225 -1
568 226 1
568 214 1
568 226 -1
569 45 1
569 56 -1
569 55 1
569 46 -1
569 36 1
569 54 -1
569 112 -1
569 107 -1
569 103 -1
569 102 -1
569 110 1
569 96 1
569 112 1
569 93 -1
569 107 1
569 113 1
569 101 1
569 169 1
569 157 -1
569 157 1
569 160 1
569 169 -1
569 167 -1
569 153 -1
569 152 1
569 166 1
569 150 1
569 168 1
569 160 1
569 214 1
569 225 -1
569 222 -1
569 227 1
569 226 1
569 214 -1
